Category (L1)	Level 2 (Jobs)	Level 3 (Jobs or Topics)	Level 4 (Jobs or Topics)	Topic (H2)	H3	Full .adoc file path	Is a job?	Navtitle	Jira	Assignee
Discover									https://redhat.atlassian.net/browse/RHIDP-14495	Kalyani
				Troubleshoot unexpected session expiration			FALSE	
				Troubleshoot missing session expiration warnings			FALSE	
				Troubleshoot missing login redirects			FALSE	
				Troubleshoot login failed errors			FALSE	
				Diagnose specific login failures			FALSE	
				Troubleshoot catalog provider errors			FALSE	
				Resolve malformed LDAP entity envelopes			FALSE	
		Troubleshoot configuration issues							FALSE	
			Maintain dynamic plugin settings in Helm deployments						FALSE	
	Troubleshoot plugin and workflow deployment errors to resume automation								FALSE	
		Troubleshoot pod startup failures							FALSE	
		Diagnose serverless workflow issues							FALSE	
			Troubleshoot HTTP error codes						FALSE	
			Troubleshoot common deployment errors						FALSE	
			Troubleshoot cross-namespace configuration						FALSE	
			Troubleshoot missing workflows						FALSE	
	Troubleshoot AI and tool integrations to restore intelligent features								FALSE	
		Troubleshoot AI Connector functionality							TRUE	
				Verify dynamic plugin status			FALSE	
				Inspect plugin logs			FALSE	
				Inspect the OpenShift AI Connector			FALSE	
				Query model registries			FALSE	
		Troubleshoot MCP server and client problems							TRUE	
				Verify successful installation of MCP plugins			FALSE	
				Check MCP tool logs			FALSE	
				Validate tool inputs using error messages			FALSE	
				Resolve unsupported tool calling errors			FALSE	
				Resolve authentication issues			FALSE	
				Resolve nonsensical MCP tool output			FALSE	
Reference									https://redhat.atlassian.net/browse/RHIDP-14697	Fabrice
	Dynamic plugin parameter reference for configuration paths								FALSE	
		Preinstalled dynamic plugins reference							FALSE	
		Red Hat supported plugins and configuration paths reference							FALSE	
		Technology Preview plugins							FALSE	
		Deprecated plugins							FALSE	
		Other installable plugins							FALSE	
	Permission policies and conditional rules reference for RBAC configurations								FALSE	
		Permission policies							TRUE	
				Plugin-specific permission strings			FALSE	
		Conditional policy aliases and schemas							TRUE	
				Conditional schemas			FALSE	
	Trace attributes and OpenTelemetry configurations								FALSE	
		OpenTelemetry configurations							TRUE	
				OpenTelemetry properties			FALSE	
		Trace attributes and lifecycle events							TRUE	
				Span attributes			FALSE	
				Process lifecycle and function call attributes			FALSE	
				Propagation headers			FALSE	
	Helm chart configuration parameters to define advanced deployment								FALSE	
		Helm chart configuration parameters							TRUE	
				Cluster-wide configuration and routing parameters			FALSE	
				Upstream Backstage Helm values for application pods			FALSE	
